Batch_ID,Leather_Used_kg,Cork_Used_kg,Thread_Used_m,Glue_Used_L
B021445,3.99,1.8,191.58,0.47
B021446,4.92,1.69,152.12,0.35
B021447,2.3,0.91,61.48,0.39
B021448,4.15,1.71,89.01,0.26
B021449,3.11,1.78,103.86,0.15
B021450,3.85,1.42,70.04,0.22
B021451,3.74,1.34,60.33,0.33
B021452,2.36,1.64,166.47,0.11
B021453,4.31,0.6,131.57,0.25
B021454,3.0,0.78,156.54,0.31
B021455,2.11,1.66,144.83,0.25
B021456,1.36,1.41,108.5,0.5
B021457,1.34,0.66,108.88,0.46
B021458,4.85,1.03,97.3,0.37
B021459,3.95,0.8,171.04,0.11
B021460,4.74,1.37,139.2,0.45
B021461,2.2,0.89,77.7,0.42
B021462,2.73,1.48,101.54,0.31
B021463,3.59,1.79,137.81,0.18
B021464,1.71,1.1,182.88,0.13
B021465,2.99,1.41,84.45,0.44
B021466,1.08,1.71,84.08,0.26
B021467,1.19,0.84,53.72,0.41
B021468,4.21,1.73,197.1,0.34
B021469,4.02,1.57,105.58,0.48
B021470,3.82,1.04,130.63,0.39
B021471,3.04,1.99,70.11,0.26
B021472,3.15,1.99,67.03,0.25
B021473,2.23,1.36,101.59,0.17
B021474,1.24,1.47,167.54,0.29
B021475,1.59,0.92,51.11,0.35
B021476,3.71,1.03,134.51,0.1
B021477,4.81,1.07,139.73,0.36
B021478,1.05,0.91,170.88,0.26
B021479,1.32,0.61,72.63,0.33
B021480,3.4,0.81,63.32,0.24
B021481,3.43,1.69,97.02,0.3
B021482,2.35,0.72,155.97,0.16
B021483,3.23,0.58,103.81,0.38
B021484,4.77,1.57,170.67,0.35
B021485,3.59,1.35,66.39,0.21
B021486,1.8,0.63,182.78,0.35
B021487,4.29,1.19,60.37,0.34
B021488,4.19,1.94,62.38,0.37
B021489,4.17,1.06,133.0,0.27
B021490,1.39,1.56,156.42,0.26
B021491,1.33,1.23,172.69,0.32
B021492,4.87,0.64,175.07,0.11
B021493,3.17,1.94,105.85,0.16
B021494,1.57,1.21,93.56,0.32
B021495,4.03,1.67,99.58,0.28
B021496,2.08,1.49,145.62,0.48
B021497,1.55,1.73,97.83,0.49
B021498,3.17,0.95,151.98,0.25
B021499,4.41,1.25,63.46,0.21
B021500,2.92,0.81,70.94,0.37
B021501,4.86,1.82,159.14,0.29
B021502,2.26,1.71,154.67,0.26
B021503,4.19,1.86,146.97,0.31
B021504,3.92,1.76,147.54,0.14
B021505,3.64,1.96,111.48,0.23
B021506,3.94,0.77,58.66,0.49
B021507,1.42,1.18,140.32,0.41
B021508,2.07,1.21,112.99,0.5
B021509,2.51,0.65,145.03,0.46
B021510,3.0,0.61,86.34,0.36
B021511,4.76,1.11,57.07,0.34
B021512,3.02,0.71,130.11,0.47
B021513,2.48,1.42,99.47,0.23
B021514,1.01,0.87,197.24,0.49
B021515,3.97,1.52,133.88,0.3
B021516,1.01,1.69,114.7,0.44
B021517,1.1,1.27,190.25,0.13
B021518,1.3,1.99,133.91,0.36
B021519,4.24,1.44,96.27,0.43
B021520,3.08,1.68,96.69,0.33
B021521,2.75,0.85,175.85,0.12
B021522,4.41,0.87,77.49,0.16
B021523,2.88,1.16,176.7,0.26
B021524,2.06,1.49,101.3,0.27
B021525,2.58,0.71,171.13,0.21
B021526,4.32,0.74,57.35,0.48
B021527,3.94,0.66,105.96,0.29
B021528,2.6,1.91,167.75,0.13
B021529,2.06,1.5,122.31,0.2
B021530,2.42,0.67,128.85,0.3
B021531,2.11,1.1,115.91,0.3
B021532,4.26,1.64,90.75,0.41
B021533,2.58,1.71,161.38,0.16
B021534,3.82,1.96,135.19,0.39
B021535,3.82,1.88,67.0,0.2
B021536,4.8,1.65,82.32,0.23
B021537,4.95,0.99,108.09,0.21
B021538,4.09,1.71,145.97,0.41
B021539,3.58,1.63,76.4,0.15
B021540,2.44,0.93,127.92,0.2
B021541,4.17,1.15,168.01,0.23
B021542,1.34,1.59,190.24,0.38
B021543,2.74,1.62,140.25,0.1
B021544,1.22,0.87,187.53,0.18
B021545,1.61,1.93,91.27,0.15
B021546,4.15,1.28,52.99,0.12
B021547,1.17,1.62,196.48,0.46
B021548,4.24,0.72,87.66,0.24
B021549,4.2,1.5,163.41,0.24
B021550,3.35,1.78,86.1,0.45
B021551,4.82,1.23,155.68,0.46
B021552,1.46,1.94,81.27,0.47
B021553,4.25,1.71,104.75,0.45
B021554,3.33,0.88,71.91,0.21
B021555,3.84,1.07,177.85,0.28
B021556,4.65,1.05,76.07,0.3
B021557,2.29,1.57,82.66,0.34
B021558,4.28,0.59,125.49,0.38
B021559,4.5,1.7,189.64,0.2
B021560,2.99,1.05,134.58,0.4
B021561,3.62,1.11,152.96,0.36
B021562,4.68,0.51,107.25,0.17
B021563,3.6,1.29,152.71,0.23
B021564,1.11,1.57,197.73,0.37
B021565,4.95,0.89,83.47,0.44
B021566,4.66,1.65,148.18,0.3
B021567,3.03,1.97,93.0,0.46
B021568,2.41,1.14,133.88,0.4
B021569,2.94,1.71,174.04,0.27
B021570,1.38,1.48,155.19,0.14
B021571,1.26,1.73,140.6,0.28
B021572,4.02,1.06,180.43,0.45
B021573,4.21,1.17,105.14,0.39
B021574,3.64,1.1,151.58,0.24
B021575,4.44,1.58,74.14,0.27
B021576,2.0,0.78,50.37,0.24
B021577,1.71,1.67,148.9,0.5
B021578,1.54,1.19,81.55,0.19
B021579,1.5,0.77,188.32,0.28
B021580,1.07,1.25,108.37,0.38
B021581,3.47,0.92,180.91,0.31
B021582,4.84,1.02,195.35,0.11
B021583,3.76,1.84,81.29,0.35
B021584,4.66,0.73,169.59,0.37
B021585,4.82,1.6,183.31,0.29
B021586,2.98,0.61,86.92,0.35
B021587,3.53,1.44,68.85,0.21
B021588,4.13,0.99,89.21,0.15
B021589,4.15,1.02,186.1,0.27
B021590,4.5,1.83,174.69,0.4
B021591,3.24,1.59,195.33,0.26
B021592,4.55,0.61,121.46,0.37
B021593,3.74,0.8,57.89,0.2
B021594,2.71,0.53,50.66,0.34
B021595,4.4,1.08,135.53,0.15
B021596,1.47,1.75,116.78,0.14
B021597,1.05,0.78,177.3,0.26
B021598,2.51,1.43,101.03,0.3
B021599,4.4,1.05,99.15,0.45
B021600,4.23,0.6,198.6,0.19
B021601,3.32,0.83,101.03,0.37
B021602,2.81,0.56,55.32,0.25
B021603,2.69,0.95,50.71,0.26
B021604,2.74,1.01,179.76,0.3
B021605,1.59,1.97,106.86,0.26
B021606,4.5,1.06,104.67,0.39
B021607,3.24,0.96,125.84,0.32
B021608,2.05,0.5,102.79,0.39
B021609,4.93,0.99,125.46,0.36
B021610,3.56,0.64,164.1,0.11
B021611,4.9,1.9,128.01,0.41
B021612,2.96,1.13,72.3,0.1
B021613,1.63,0.74,65.98,0.37
B021614,4.87,1.06,77.52,0.17
B021615,3.23,1.95,172.56,0.37
B021616,2.87,1.11,178.51,0.24
B021617,2.77,0.68,71.96,0.34
B021618,3.69,0.59,184.57,0.33
B021619,3.03,1.7,87.17,0.22
B021620,4.08,0.74,107.5,0.45
B021621,3.26,1.79,56.45,0.33
B021622,2.21,1.41,146.09,0.48
B021623,1.94,0.8,124.14,0.47
B021624,2.1,1.69,182.8,0.35
B021625,1.45,1.68,188.29,0.27
B021626,2.82,1.05,108.56,0.28
B021627,2.86,1.44,108.23,0.28
B021628,2.67,0.72,146.3,0.22
B021629,4.33,1.26,161.44,0.13
B021630,2.59,0.95,148.94,0.31
B021631,3.17,0.78,88.99,0.23
B021632,4.67,0.64,86.68,0.44
B021633,1.01,1.43,155.92,0.33
B021634,4.02,1.09,53.97,0.24
B021635,4.39,1.15,64.52,0.34
B021636,3.75,1.8,114.52,0.12
B021637,1.54,1.83,98.54,0.22
B021638,2.72,1.81,155.47,0.25
B021639,4.83,1.21,188.11,0.49
B021640,3.96,0.82,129.33,0.3
B021641,1.8,0.63,79.9,0.37
B021642,2.95,1.86,164.91,0.42
B021643,1.63,1.01,136.72,0.36
B021644,4.15,0.52,183.48,0.26
B021645,2.19,1.23,158.53,0.19
B021646,1.43,1.67,125.94,0.46
B021647,2.37,0.57,101.9,0.17
B021648,2.65,0.81,147.01,0.36
B021649,2.55,1.34,181.18,0.21
B021650,3.44,1.48,89.08,0.32
B021651,3.37,1.76,181.9,0.3
B021652,3.48,1.26,59.12,0.24
B021653,3.66,1.66,183.48,0.48
B021654,2.34,0.89,175.6,0.37
B021655,4.64,1.28,181.37,0.46
B021656,3.38,1.14,161.88,0.28
B021657,4.38,1.45,110.47,0.4
B021658,4.82,1.46,177.73,0.23
B021659,1.89,1.49,64.92,0.46
B021660,4.66,1.33,184.49,0.47
B021661,4.72,1.85,124.55,0.36
B021662,2.51,1.74,91.18,0.33
B021663,4.11,0.55,111.61,0.29
B021664,4.67,1.0,62.77,0.4
B021665,4.77,1.83,156.94,0.31
B021666,4.18,0.7,167.91,0.17
B021667,2.5,1.36,176.5,0.22
B021668,4.52,0.97,167.33,0.11
B021669,2.37,2.0,104.06,0.21
B021670,3.67,1.67,179.78,0.29
B021671,4.5,1.36,137.35,0.35
B021672,4.59,0.97,196.53,0.15
B021673,3.2,0.68,61.36,0.19
B021674,3.08,1.98,136.2,0.32
B021675,3.72,0.94,105.82,0.43
B021676,1.77,1.59,58.18,0.27
B021677,3.15,1.75,50.26,0.45
B021678,2.16,1.65,61.07,0.21
B021679,4.39,1.53,64.79,0.14
B021680,1.98,1.22,51.85,0.13
B021681,4.4,0.92,76.28,0.34
B021682,2.34,1.47,53.24,0.48
B021683,4.75,1.5,194.86,0.49
B021684,1.07,0.69,84.02,0.11
B021685,2.73,0.86,110.78,0.36
B021686,3.94,0.65,107.61,0.21
B021687,1.29,1.46,198.63,0.38
B021688,4.36,1.19,195.02,0.47
B021689,1.87,1.88,196.54,0.11
B021690,2.57,0.94,100.18,0.46
B021691,2.42,0.52,169.27,0.13
B021692,1.3,0.86,143.97,0.49
B021693,3.03,1.03,141.25,0.45
B021694,2.91,1.28,82.35,0.26
B021695,3.18,1.09,73.04,0.23
B021696,4.85,1.56,155.52,0.32
B021697,3.19,1.69,159.27,0.18
B021698,4.64,1.36,94.12,0.11
B021699,4.38,0.78,137.21,0.23
B021700,4.65,1.82,69.8,0.2
B021701,2.95,1.56,165.07,0.18
B021702,3.91,1.1,82.57,0.34
B021703,2.64,1.74,123.4,0.19
B021704,3.92,1.9,146.36,0.15
B021705,4.4,0.85,172.26,0.2
B021706,4.6,1.86,64.65,0.22
B021707,2.54,0.81,95.54,0.29
B021708,2.48,0.76,52.84,0.24
B021709,1.66,1.61,133.92,0.37
B021710,1.44,1.56,85.43,0.29
B021711,2.39,0.79,149.06,0.25
B021712,3.59,1.55,71.2,0.19
B021713,4.4,1.65,51.32,0.15
B021714,3.62,1.14,94.66,0.11
B021715,1.57,0.9,98.9,0.42
B021716,3.91,1.9,124.76,0.37
B021717,1.56,1.94,170.29,0.19
B021718,4.36,1.97,144.3,0.22
B021719,3.72,0.66,172.44,0.45
B021720,1.0,1.39,123.84,0.28
B021721,1.88,0.82,95.15,0.42
B021722,1.39,0.93,50.32,0.22
B021723,3.43,1.17,78.1,0.33
B021724,1.02,0.74,76.74,0.43
B021725,3.27,0.56,126.72,0.12
B021726,2.84,1.87,173.8,0.45
B021727,3.86,1.69,62.28,0.23
B021728,3.43,0.54,174.85,0.14
B021729,2.83,1.23,177.58,0.14
B021730,1.32,0.88,108.21,0.34
B021731,4.05,1.65,151.94,0.5
B021732,4.39,0.85,121.68,0.42
B021733,4.46,1.26,120.36,0.46
B021734,3.92,1.75,195.92,0.15
B021735,4.95,0.56,65.81,0.4
B021736,3.86,1.04,136.6,0.26
B021737,2.29,0.93,176.79,0.23
B021738,1.91,1.53,132.7,0.26
B021739,3.83,1.53,195.74,0.49
B021740,4.55,1.09,101.5,0.25
B021741,3.56,1.8,93.68,0.19
B021742,2.42,1.39,60.98,0.36
B021743,3.73,0.95,98.14,0.33
B021744,3.61,1.3,134.35,0.41
B021745,3.28,1.98,116.11,0.41
B021746,1.56,1.44,55.27,0.16
B021747,2.55,1.17,189.09,0.36
B021748,1.09,1.04,194.82,0.41
B021749,3.11,1.91,73.86,0.49
B021750,1.35,0.92,123.44,0.17
B021751,2.72,0.81,179.11,0.32
B021752,2.76,1.2,177.01,0.35
B021753,2.25,1.47,67.88,0.11
B021754,1.23,1.98,137.77,0.23
B021755,2.95,0.7,95.95,0.36
B021756,2.99,0.87,109.42,0.31
B021757,1.68,0.82,88.77,0.38
B021758,4.11,0.91,140.17,0.37
B021759,3.23,0.81,188.14,0.17
B021760,1.43,1.99,170.3,0.35
B021761,4.1,0.82,178.84,0.15
B021762,4.85,0.77,103.07,0.37
B021763,3.95,1.3,179.24,0.38
B021764,3.87,0.51,198.19,0.44
B021765,1.59,1.01,163.48,0.39
B021766,1.73,1.49,106.32,0.11
B021767,1.75,1.98,51.43,0.17
B021768,3.51,0.93,71.3,0.23
B021769,2.66,0.63,131.58,0.34
B021770,2.86,1.13,66.88,0.13
B021771,3.43,1.8,118.88,0.15
B021772,2.51,1.56,198.62,0.26
B021773,4.67,1.46,129.98,0.44
B021774,3.42,1.5,141.82,0.29
B021775,4.46,0.9,179.11,0.1
B021776,4.79,1.14,174.24,0.35
B021777,4.45,0.69,135.16,0.46
B021778,2.9,1.37,61.91,0.36
B021779,4.21,1.59,174.06,0.38
B021780,2.44,1.0,76.67,0.2
B021781,3.77,0.83,138.77,0.43
B021782,2.73,1.51,166.75,0.44
B021783,2.43,1.35,122.21,0.46
B021784,1.03,1.07,116.17,0.11
B021785,4.91,0.99,171.41,0.25
B021786,4.26,1.41,68.74,0.43
B021787,1.65,0.51,63.36,0.12
B021788,2.29,0.82,142.97,0.18
B021789,1.97,1.9,124.05,0.28
B021790,3.2,0.62,164.45,0.12
B021791,1.97,1.43,146.51,0.39
B021792,2.86,1.71,127.85,0.5
B021793,3.34,1.45,50.55,0.37
B021794,1.77,1.51,64.09,0.14
B021795,4.93,1.5,103.1,0.48
B021796,2.72,0.8,190.66,0.47
B021797,4.61,1.41,135.38,0.33
B021798,2.91,1.86,128.01,0.28
B021799,2.03,0.9,66.13,0.39
B021800,2.79,1.6,189.7,0.48
B021801,3.64,1.28,59.85,0.41
B021802,4.37,0.99,103.98,0.31
B021803,1.14,1.09,127.17,0.35
B021804,1.75,1.5,186.08,0.43
B021805,4.2,0.75,155.74,0.14
B021806,2.57,1.74,141.1,0.34
B021807,1.36,1.24,77.52,0.31
B021808,3.63,0.73,151.71,0.43
B021809,4.42,1.01,163.58,0.24
B021810,4.22,1.98,156.44,0.44
B021811,2.73,0.94,126.7,0.5
B021812,3.45,0.65,84.41,0.1
B021813,1.45,1.61,141.11,0.47
B021814,2.7,1.18,175.93,0.39
B021815,3.71,1.16,74.96,0.1
B021816,3.9,1.22,118.63,0.18
B021817,3.92,1.82,98.65,0.19
B021818,1.2,0.65,171.85,0.11
B021819,4.5,1.42,125.07,0.2
B021820,1.85,1.81,100.38,0.44
B021821,1.61,1.59,189.77,0.34
B021822,2.04,1.36,97.07,0.4
B021823,1.21,0.6,95.33,0.3
B021824,3.1,1.83,139.08,0.24
B021825,4.63,0.9,189.39,0.3
B021826,4.14,1.36,194.96,0.22
B021827,1.95,0.69,155.4,0.15
B021828,1.87,0.66,59.2,0.17
B021829,3.46,1.18,50.76,0.31
B021830,2.61,1.59,68.05,0.25
B021831,4.69,1.88,92.76,0.41
B021832,1.21,0.88,76.01,0.18
B021833,4.76,0.83,134.41,0.35
B021834,1.67,1.02,107.08,0.1
B021835,4.9,0.7,176.58,0.25
B021836,2.81,1.84,99.05,0.48
B021837,4.08,1.64,94.51,0.35
B021838,1.94,1.54,102.91,0.22
B021839,4.17,0.66,188.74,0.11
B021840,1.06,0.91,86.37,0.42
B021841,3.54,1.8,135.62,0.21
B021842,3.51,1.28,184.11,0.49
B021843,2.51,1.86,87.44,0.29
B021844,3.02,1.54,194.4,0.44
B021845,2.86,1.89,124.64,0.48
B021846,4.79,1.38,139.3,0.11
B021847,4.88,1.38,121.75,0.24
B021848,3.09,1.01,184.33,0.31
B021849,3.67,1.61,169.13,0.33
B021850,3.94,1.83,82.62,0.19
B021851,1.4,0.73,197.94,0.25
B021852,2.69,1.78,166.7,0.46
B021853,3.5,1.21,140.35,0.15
B021854,3.92,1.94,68.9,0.41
B021855,2.32,1.39,64.12,0.45
B021856,4.41,0.56,89.84,0.45
B021857,2.29,1.51,180.32,0.34
B021858,3.45,1.69,100.01,0.31
B021859,2.41,1.85,83.9,0.19
B021860,3.42,1.23,64.13,0.16
B021861,4.2,1.77,83.18,0.3
B021862,4.16,1.48,167.77,0.37
B021863,1.56,0.58,57.81,0.33
B021864,3.54,1.8,101.39,0.38
B021865,3.94,1.42,95.08,0.2
B021866,4.05,1.26,115.77,0.46
B021867,1.61,0.97,150.75,0.17
B021868,4.82,1.22,82.71,0.29
B021869,3.85,1.35,126.62,0.38
B021870,1.78,1.06,192.69,0.22
B021871,1.57,1.74,85.92,0.38
B021872,2.49,1.35,135.68,0.12
B021873,4.43,1.51,134.97,0.36
B021874,4.05,1.19,107.01,0.42
B021875,3.95,1.58,77.9,0.25
B021876,2.25,1.17,71.4,0.2
B021877,2.99,0.99,53.91,0.46
B021878,4.83,1.96,140.8,0.42
B021879,4.72,0.85,59.86,0.38
B021880,3.51,1.35,97.89,0.35
B021881,4.88,1.12,65.83,0.4
B021882,3.94,1.93,116.94,0.31
B021883,2.53,1.9,175.48,0.21
B021884,4.47,1.86,142.55,0.45
B021885,1.03,1.29,131.06,0.38
B021886,1.98,1.35,107.34,0.17
B021887,1.92,0.73,170.95,0.41
B021888,2.67,0.55,50.13,0.39
B021889,3.71,1.64,138.03,0.4
B021890,1.08,1.31,100.69,0.42
B021891,3.68,0.64,140.46,0.2
B021892,1.49,1.86,185.03,0.23
B021893,2.91,0.79,100.43,0.19
B021894,2.36,1.6,55.69,0.45
B021895,2.24,0.64,96.74,0.33
B021896,2.31,0.57,194.12,0.49
B021897,2.81,0.51,185.92,0.15
B021898,4.59,0.64,114.04,0.4
B021899,1.78,1.41,182.87,0.39
B021900,3.11,1.21,82.11,0.46
B021901,4.74,1.04,100.05,0.37
B021902,2.78,1.03,166.26,0.19
B021903,3.87,1.68,97.92,0.19
B021904,3.52,0.76,98.31,0.41
B021905,1.74,1.92,94.8,0.49
B021906,2.82,1.13,159.9,0.45
B021907,1.75,1.08,145.88,0.2
B021908,3.29,1.25,138.93,0.19
B021909,1.32,1.82,131.26,0.48
B021910,3.24,0.73,116.88,0.27
B021911,4.17,1.8,187.06,0.15
B021912,2.05,1.58,103.23,0.17
B021913,3.83,1.29,176.19,0.33
B021914,3.2,0.79,63.81,0.29
B021915,4.14,1.09,150.24,0.48
B021916,4.31,1.82,126.77,0.16
B021917,3.82,1.7,68.31,0.48
B021918,3.1,0.97,171.87,0.1
B021919,2.0,0.89,112.3,0.35
B021920,3.19,0.88,172.93,0.36
B021921,2.98,1.72,161.24,0.38
B021922,3.28,0.96,178.62,0.4
B021923,2.18,0.99,159.96,0.11
B021924,3.84,0.61,119.74,0.24
B021925,1.42,1.61,59.03,0.13
B021926,3.24,1.01,111.58,0.15
B021927,2.8,0.66,112.0,0.45
B021928,4.78,1.56,71.81,0.25
B021929,1.9,1.17,133.85,0.23
B021930,1.1,1.5,147.38,0.32
B021931,1.18,1.2,120.55,0.23
B021932,4.43,1.1,148.06,0.42
B021933,1.95,1.46,91.63,0.17
B021934,3.69,1.53,153.95,0.38
B021935,1.4,0.81,196.61,0.24
B021936,2.78,1.25,64.42,0.33
B021937,4.73,0.64,171.57,0.12
B021938,3.22,1.38,159.39,0.24
B021939,3.86,1.26,138.61,0.4
B021940,1.13,0.75,111.02,0.38
B021941,2.48,1.3,164.91,0.15
B021942,4.68,0.87,75.69,0.35
B021943,3.14,0.55,170.16,0.17
B021944,1.45,0.92,80.48,0.46
B021945,3.9,1.35,86.59,0.11
B021946,1.57,1.24,89.73,0.19
B021947,3.65,0.75,138.13,0.45
B021948,1.06,0.66,194.99,0.23
B021949,4.21,0.53,180.09,0.43
B021950,3.11,1.1,102.67,0.42
B021951,2.75,1.46,130.03,0.17
B021952,3.44,0.89,181.06,0.45
B021953,2.14,1.21,194.83,0.25
B021954,4.39,1.24,195.25,0.21
B021955,3.45,1.47,96.51,0.17
B021956,3.05,1.25,119.19,0.44
B021957,3.93,0.79,115.71,0.19
B021958,2.37,0.53,189.34,0.45
B021959,4.91,1.64,128.26,0.44
B021960,1.66,0.84,132.14,0.44
B021961,1.61,1.54,189.29,0.32
B021962,3.11,1.1,168.13,0.41
B021963,4.73,0.83,151.56,0.34
B021964,3.89,0.93,141.7,0.2
B021965,4.0,1.39,185.22,0.2
B021966,3.68,0.7,196.29,0.13
B021967,3.73,0.54,134.96,0.14
B021968,4.59,0.82,83.66,0.33
B021969,2.32,1.44,146.66,0.43
B021970,4.39,1.82,79.41,0.47
B021971,2.64,1.03,136.88,0.48
B021972,4.51,0.91,86.05,0.22
B021973,1.53,1.75,52.23,0.48
B021974,3.89,0.9,82.3,0.13
B021975,1.24,1.86,84.91,0.28
B021976,4.82,0.62,193.98,0.44
B021977,2.05,1.83,65.32,0.39
B021978,4.78,1.26,191.71,0.18
B021979,2.06,1.03,163.34,0.35
B021980,4.86,1.69,197.29,0.34
B021981,1.23,1.17,68.75,0.4
B021982,1.25,0.77,121.03,0.17
B021983,1.82,0.57,176.0,0.44
B021984,4.46,1.21,129.2,0.44
B021985,3.44,1.48,166.73,0.34
B021986,4.67,1.81,87.05,0.35
B021987,2.46,0.65,151.45,0.29
B021988,2.31,1.86,178.9,0.4
B021989,1.25,1.16,82.69,0.24
B021990,2.54,1.98,85.57,0.25
B021991,1.9,0.52,76.64,0.41
B021992,1.4,0.91,105.63,0.15
B021993,3.2,1.33,147.94,0.46
B021994,2.03,1.96,66.11,0.25
B021995,3.2,1.47,150.34,0.3
B021996,3.14,0.72,197.68,0.21
B021997,1.84,1.88,50.48,0.4
B021998,4.99,0.76,71.73,0.21
B021999,1.38,1.79,163.8,0.29
B022000,1.8,1.21,197.18,0.24
B022001,2.8,0.76,188.3,0.46
B022002,1.37,0.78,123.87,0.26
B022003,4.72,1.2,131.26,0.42
B022004,2.09,1.63,136.24,0.32
B022005,2.81,1.14,157.36,0.11
B022006,3.32,1.7,120.46,0.47
B022007,3.31,0.63,72.68,0.29
B022008,4.66,1.96,124.55,0.49
B022009,4.26,1.7,50.01,0.49
B022010,2.85,1.67,189.87,0.13
B022011,1.86,1.57,144.57,0.46
B022012,3.43,1.41,118.36,0.25
B022013,2.69,1.93,184.22,0.16
B022014,1.91,1.97,100.4,0.32
B022015,3.29,0.94,148.02,0.14
B022016,2.84,1.15,164.32,0.26
B022017,3.57,1.49,157.89,0.38
B022018,3.27,0.68,130.43,0.25
B022019,2.89,1.82,188.68,0.26
B022020,1.44,0.55,150.6,0.38
B022021,1.08,1.97,196.84,0.45
B022022,4.71,1.69,105.58,0.23
B022023,1.73,1.18,169.53,0.49
B022024,1.5,0.81,59.89,0.11
B022025,2.96,1.78,194.78,0.14
B022026,4.28,1.07,140.12,0.1
B022027,3.53,1.42,160.92,0.26
B022028,3.2,0.93,111.84,0.4
B022029,3.31,1.91,129.08,0.41
B022030,4.63,1.09,182.97,0.34
B022031,1.36,1.96,52.9,0.17
B022032,4.85,1.43,116.2,0.18
B022033,2.48,1.9,51.25,0.2
B022034,4.72,0.58,125.96,0.41
B022035,2.22,0.61,159.72,0.37
B022036,2.96,0.92,139.89,0.2
B022037,4.28,1.2,196.56,0.46
B022038,4.04,1.62,192.59,0.35
B022039,2.36,1.06,122.22,0.33
B022040,4.36,0.93,189.47,0.22
B022041,4.8,1.57,115.23,0.36
B022042,4.12,1.63,51.53,0.46
B022043,4.85,1.98,56.27,0.18
B022044,3.95,0.84,187.19,0.19
B022045,4.25,1.62,53.4,0.4
B022046,2.61,1.15,190.35,0.2
B022047,1.76,1.74,88.11,0.29
B022048,3.21,1.88,107.33,0.39
B022049,4.2,1.88,104.39,0.41
B022050,1.42,1.29,91.19,0.47
B022051,2.3,1.74,68.66,0.14
B022052,1.67,1.65,148.37,0.1
B022053,4.64,1.06,187.02,0.27
B022054,3.19,1.32,198.82,0.35
B022055,1.96,1.88,142.98,0.15
B022056,2.63,1.91,64.98,0.26
B022057,2.84,1.92,165.76,0.17
B022058,1.2,1.13,177.14,0.27
B022059,3.87,0.54,199.94,0.42
B022060,4.46,0.7,129.14,0.41
B022061,1.63,1.02,117.88,0.25
B022062,2.05,0.73,67.94,0.26
B022063,2.72,1.08,174.12,0.48
B022064,2.06,1.36,135.62,0.48
B022065,4.64,1.55,58.72,0.17
B022066,4.06,1.55,162.76,0.44
B022067,3.94,0.73,152.08,0.18
B022068,4.83,1.63,138.82,0.34
B022069,4.11,1.65,71.57,0.44
B022070,3.7,1.45,125.04,0.18
B022071,2.45,0.73,142.92,0.3
B022072,1.92,1.33,65.12,0.41
B022073,1.83,1.87,121.99,0.28
B022074,4.98,1.46,180.34,0.1
B022075,1.69,1.59,165.54,0.38
B022076,4.33,1.86,55.63,0.27
B022077,3.76,1.84,153.41,0.35
B022078,4.74,1.81,104.66,0.14
B022079,1.77,0.89,109.76,0.13
B022080,2.56,1.55,52.48,0.42
B022081,1.67,0.93,185.38,0.26
B022082,4.42,1.24,132.51,0.21
B022083,1.62,0.56,195.62,0.38
B022084,1.61,1.58,128.47,0.18
B022085,4.41,1.71,134.51,0.43
B022086,1.8,1.36,119.44,0.48
B022087,1.06,0.59,89.11,0.47
B022088,1.04,1.88,164.0,0.14
B022089,2.81,0.61,121.37,0.27
B022090,4.72,1.94,163.49,0.45
B022091,2.62,0.65,141.75,0.43
B022092,3.94,1.75,97.74,0.26
B022093,4.51,1.89,85.04,0.29
B022094,1.73,1.5,178.19,0.34
B022095,1.45,1.09,143.79,0.25
B022096,3.4,1.57,190.88,0.34
B022097,2.88,0.9,116.44,0.18
B022098,1.32,1.03,157.36,0.15
B022099,2.38,1.74,107.33,0.34
B022100,1.21,1.51,110.67,0.16
B022101,2.21,1.88,63.71,0.28
B022102,1.08,1.24,55.8,0.19
B022103,4.24,1.94,108.18,0.32
B022104,3.38,1.76,99.37,0.39
B022105,1.22,1.15,64.98,0.43
B022106,2.43,1.02,139.95,0.16
B022107,4.99,0.65,114.32,0.33
B022108,1.5,1.01,158.55,0.38
B022109,3.0,1.57,127.43,0.2
B022110,3.91,1.75,197.58,0.16
B022111,3.7,1.49,96.48,0.47
B022112,3.94,0.59,61.36,0.37
B022113,3.29,0.83,107.86,0.14
B022114,2.05,1.05,85.91,0.1
B022115,1.7,1.27,83.2,0.15
B022116,1.72,1.66,112.8,0.15
B022117,1.03,0.6,82.86,0.36
B022118,1.02,1.46,123.49,0.2
B022119,4.59,1.34,144.06,0.31
B022120,1.4,1.6,53.76,0.47
B022121,4.85,1.63,80.68,0.4
B022122,3.5,1.76,188.65,0.38
B022123,2.35,1.71,169.36,0.38
B022124,4.14,1.89,157.4,0.34
B022125,4.65,1.12,164.43,0.17
B022126,3.87,0.88,63.03,0.39
B022127,3.87,0.91,81.24,0.16
B022128,2.24,1.61,64.68,0.14
B022129,3.46,1.63,168.63,0.41
B022130,1.71,1.89,156.87,0.34
B022131,2.06,1.52,84.85,0.3
B022132,3.19,1.14,91.09,0.39
B022133,4.67,1.21,176.89,0.34
B022134,4.91,1.5,131.93,0.31
B022135,2.05,1.19,158.95,0.2
B022136,3.11,0.67,131.34,0.33
B022137,1.63,1.71,72.33,0.45
B022138,4.12,0.65,180.92,0.49
B022139,4.7,1.0,134.24,0.41
B022140,1.08,1.83,135.12,0.21
B022141,4.49,0.65,192.57,0.15
